ID,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18,month_19,month_20,month_21,month_22,month_23,month_24,month_25,month_26,month_27,month_28,month_29,month_30,month_31,month_32,month_33,month_34,month_35,month_36
c124,10106,8149,8200,9179,11223,6096,10769,9014,9966,7507,11607,9845,5901,8094,10233,11530,9764,11676,12252,9123,8699,9157,5886,6745,8769,9470,10263,11583,4383,8741,8227,6048,8729,5570,5491,9408
c125,9775,9517,9653,9208,9796,10115,9796,9952,9831,9843,9670,9968,9595,9479,9614,9929,9508,10059,9690,9516,10053,9881,10125,9822,10129,9884,9904,9749,9886,9742,9423,9758,9718,9687,9881,9488
c126,7319,9731,10221,12479,8946,10624,12266,9816,10204,9525,10208,6572,7830,9100,8247,8032,11154,8734,10554,11058,10245,7241,12340,10965,10721,8959,11921,10420,8571,8258,7293,7126,10522,9228,10474,9522
c127,15482,15300,14885,15090,16086,15163,14793,15633,15167,15343,15928,15325,15032,15710,16052,15604,15139,15898,15451,15800,15146,15198,14921,15488,15075,15690,15392,14370,15866,15854,16115,14928,15698,15684,15547,14936
c128,8782,10546,12368,15368,9852,14264,10904,13778,10659,16271,13913,11796,9476,13274,12915,17993,15787,18154,12653,13782,17944,12520,17195,12359,12317,15981,15695,15232,17715,15199,13663,16372,12565,15839,12155,18487
c129,12146,11214,11696,11079,11112,10964,12790,11173,10341,11331,11317,10910,9964,10171,12242,11742,10023,10371,11446,10335,11025,11206,11335,11131,9799,11280,12286,10407,11844,11593,9858,11441,11401,12049,12187,11121
c130,23342,18584,24818,23667,19317,22989,22812,21410,20976,16832,20724,21034,23227,23097,21046,20654,20313,29269,16314,22774,19772,22201,18397,21629,18247,23142,19354,22474,23310,27048,17217,21348,20454,20000,18641,24195
c131,16145,15497,20232,20233,17820,19531,15783,21777,17127,18389,16060,17982,16002,19025,18068,19208,17538,16892,17135,20772,18368,16702,14778,20090,18749,20026,21445,13772,11017,14288,17598,17960,17976,19276,20828,21463
c132,20553,20858,18948,20460,15582,21420,18124,22255,21750,19648,19295,19304,17250,17887,19735,20948,19852,19518,17438,18973,17512,17883,20440,17432,21961,19983,20901,19815,20355,20934,18003,19905,21879,19401,21067,17362
c133,15264,16676,20799,11013,15247,19098,12335,18094,15366,12833,19189,21459,20790,14181,18195,22581,17473,15299,15296,18892,11002,21539,13017,13678,19157,16559,13754,22056,13411,14393,17708,18543,14104,17750,22305,21841
c134,6832,6788,6798,6816,6592,6699,6880,6604,6778,6685,6801,6818,6574,6791,6823,6708,6802,6857,6575,6784,6772,6639,6755,6724,6691,6846,6676,6681,6724,6792,6877,6753,6779,6769,6709,6815
c135,12415,12304,12256,12673,12713,12830,12497,13347,13099,11809,12441,13567,13237,12411,13880,11938,13010,12851,12199,12441,14577,13122,12109,13713,13412,12008,14266,13759,13501,11768,11858,13120,11496,12985,12429,12894
c136,22084,17766,15837,18788,19446,20841,20182,21497,19588,23698,20393,15445,20263,20274,20761,18497,22336,17557,19182,18484,19953,21161,18029,20531,18965,21502,19514,18039,18647,20271,19262,21130,17961,21245,21929,20045
c137,20474,20016,21451,18303,27156,17705,15316,20136,22992,21793,19526,21957,18650,20112,22173,24802,22175,20929,23273,22137,20130,24393,19498,20094,22215,20796,27664,20510,24629,24233,23890,20012,23702,17891,20463,25019
c138,6270,7250,7844,7298,6981,5728,6885,7961,5929,6947,6716,6952,7045,5951,6014,6902,7319,6554,6975,5863,7868,6928,6756,7150,7679,6661,6297,6476,6539,6597,6872,7521,5233,5669,6385,7417
c139,16073,16293,17216,14476,14290,17072,15167,13955,17363,13683,10444,15725,15469,17079,14843,13360,15856,15604,14662,12534,14242,15254,14536,15011,16608,14011,13070,14585,15553,15182,18064,15908,14646,14701,11440,15578
c140,13131,13256,13389,16114,14995,9966,14028,12225,19667,15569,10632,14026,16046,14311,17095,10794,12404,14069,16480,15152,12790,18117,10811,12180,17831,16708,15510,14615,17181,10583,9697,13285,15917,13468,10056,14339
c141,18245,21581,13176,14774,15697,21177,14233,18134,20432,19832,18445,19932,17788,17342,15593,16061,17562,12867,20525,15943,12285,14033,16201,16467,17886,18054,22390,18028,13097,18959,19816,16760,17980,17969,18440,12066
c142,19681,19544,19792,19025,18334,18005,17748,18215,19590,20360,19120,18284,18221,17158,19261,18499,17767,17918,18322,20307,17553,18710,18969,18768,18084,19508,19962,17558,18831,17980,18050,18392,18109,17951,16811,18956
c143,21630,17524,17325,20166,17601,16849,15542,18214,20606,15807,18055,22681,18768,15633,22550,16203,19298,17491,19493,18273,15642,19142,20842,16427,21299,22205,16415,20077,17167,18899,18480,22252,20590,17902,17413,21181
c144,9769,9816,10209,10675,10142,9952,9876,10714,10349,10459,10378,9812,10038,10378,10266,10372,9901,10242,10006,10495,10390,10276,10327,9841,9689,10176,10378,9614,9678,9693,10079,10132,9997,10049,9830,10128
c145,6953,7146,9690,10003,8923,8369,10809,4460,9337,9776,9302,9061,6262,7771,8563,7159,7588,10558,7491,9198,8874,10797,7382,9262,6335,8381,4945,10341,7759,9130,9499,8372,5020,9812,9358,7866
c146,12281,16321,15788,17627,16758,13693,15471,12518,21915,17428,19948,17150,11816,18193,24630,17222,20543,18682,19699,18533,16631,16416,17925,12627,17655,17800,19190,15127,16714,17044,16034,16151,14446,15241,20044,13287
c147,9586,14687,13738,14765,12180,11135,13764,9343,15407,15391,14174,13826,13934,14548,12432,13220,12209,10057,16020,14608,12365,14934,8998,14174,12683,13876,15005,13804,15576,13187,13126,12330,14955,14232,11342,16281
c148,19756,22606,17270,21173,18982,18234,13327,20694,19257,12944,18057,20005,15473,18931,16117,16557,23298,19053,17007,21154,22255,21006,20886,20369,20355,22637,17064,23092,17568,18527,20829,20377,19671,20269,22946,18577
c149,10229,10202,10142,10047,10265,10119,10357,10119,10084,10115,10123,9936,10120,10101,10401,9969,10160,10076,9730,10223,10294,10086,10285,10081,10130,10182,10092,10236,10119,10111,10253,9876,10087,10032,10062,10082
c150,19026,18577,18428,18845,18294,18700,19344,19256,18470,19192,18324,19071,18525,18475,18950,19103,18818,17873,18458,18347,18813,18772,18540,18893,19146,17927,18319,19073,19839,18843,18652,18406,19106,17977,18138,18390
c151,12149,12284,11450,11955,10781,10642,11696,11075,11173,10576,10989,13396,11438,10539,13268,10927,11010,9384,12349,13297,9230,12437,15721,10940,10110,12180,10278,11567,9096,11178,12478,11164,11489,11143,12525,11478
c152,20752,25220,21727,20042,23410,19506,19343,22119,19241,23400,20891,22692,18822,18564,23220,24124,19820,21601,21286,18807,20340,20015,20268,20506,20034,17599,16520,20116,19029,23320,22199,18760,17886,22581,23887,20007
c153,8212,8486,7670,9954,9634,8292,9272,9851,10476,9467,9248,9559,6959,8829,8786,8146,9972,9727,10482,8179,5419,10656,9945,7343,7581,9110,7785,9939,9861,7634,7451,8270,8043,8457,9990,6204
c154,22068,14345,15618,17207,21617,16831,16957,11429,15685,20029,18154,17150,17773,15678,18883,18606,22640,9787,14883,17424,11967,17942,10443,18076,21503,17634,16712,18035,21385,15930,15805,12325,18317,20762,15903,18054
c155,12165,11983,11957,11986,12543,12013,12227,12634,12074,12593,12283,12241,12288,12051,12065,11828,12064,11755,12158,12551,12232,12080,12780,12461,12086,12730,12752,12116,12469,12182,12359,12250,12045,12377,12392,12345
c156,10279,10000,10301,10205,10175,10081,10004,10049,10087,10344,10160,10180,10088,10185,9912,10104,10109,10238,10219,9969,10274,10124,9902,10143,10113,10072,10335,10186,10273,10235,10052,10348,10071,10388,10201,10364
c157,10588,11051,10361,11471,9909,10000,11264,10350,10945,11158,10161,10375,10402,10440,10411,10651,10601,10451,10252,10220,11222,11501,10491,10473,10727,10138,11233,10770,10771,10821,10755,10406,10900,10374,10350,10657
c158,11226,14093,11688,14352,12971,12331,13249,11941,11552,12861,11904,11232,13164,11311,10441,10710,11542,12605,10482,12801,10236,12037,11541,11252,12040,12166,11155,11428,12067,12020,11736,11748,12319,10902,12328,12085
c159,16902,19694,15919,20215,18733,21197,20990,17757,17288,18370,18121,18948,19126,19417,16768,13837,17927,19205,18014,21884,19981,18768,17964,20319,18462,23198,17377,20843,20058,20556,19502,19013,16399,18336,17862,14871
c160,18259,19078,18286,18277,17290,18631,17124,16703,18911,16541,15806,18151,19627,17579,18061,19964,18104,17865,17576,17803,16659,18394,17305,18187,17406,17987,18107,18146,17938,19109,17933,18966,17588,17535,16517,17852
c161,16317,19089,18277,20152,18902,17703,18724,22639,18671,21730,19475,18422,20908,21878,18633,17445,17678,18323,16937,20023,16609,15826,18943,17940,18438,21178,16105,14037,16223,21682,20415,18789,17961,20701,18667,22236
c162,18302,17164,18472,16217,17252,17735,17682,17617,17888,17834,19110,16945,19031,17144,16097,16682,18038,17460,17526,17890,16954,17669,17713,17479,18098,17624,18361,17655,17747,18744,17920,17794,17778,18256,18031,18399
c163,8732,8089,9238,8438,11816,7321,8568,10212,9349,9976,13129,6719,10498,9558,10412,12151,9518,10465,10201,12376,9599,8606,6505,10027,10552,9457,10567,9914,9178,10895,12503,10493,9396,10310,9154,8846
c164,18287,17810,17896,20502,21598,19528,18457,19146,19219,20681,18550,20208,19913,19516,19346,17811,19146,19323,19701,19240,19139,20235,18721,19485,19221,19582,18806,18184,21900,18730,18967,20716,19521,19559,18744,20258
c165,7893,10370,10389,8269,9775,12087,8962,9192,9683,9447,9358,7603,7921,9378,8162,9377,9447,6453,8723,8694,9470,8831,7936,9769,8297,9712,9252,8331,8170,10608,7963,7745,8895,9333,8666,9626
c166,11889,13755,10023,11544,13288,11951,11663,10539,13220,9705,10474,11701,10191,13627,10866,10115,11101,10855,12341,12482,9857,11784,10966,10647,11600,12598,13768,13280,11829,14179,7961,11131,12528,12548,13538,9758
c167,12016,11147,9667,9125,12070,7581,7914,12598,9919,8524,10185,8537,8733,6531,10323,9531,9984,11905,11861,11209,10639,8826,7275,11342,13298,11144,9402,10004,12814,12472,11332,12642,10727,9678,11081,13282
c168,23382,14698,17513,19589,22361,17265,20732,22206,25604,20287,22931,20002,20682,22174,18856,15835,23631,22560,19669,18883,21625,17014,13821,15025,16176,20246,19528,18323,20902,25561,17508,21123,21796,15755,21709,14650
c169,9530,6786,8274,8591,8386,7750,7601,9199,9144,10714,8879,7851,6688,7815,7204,7576,8012,8916,8185,8687,7619,9424,9580,8348,9475,10080,10560,8378,9268,8794,9044,9476,8063,7790,7251,10114
c170,19457,19571,19276,19477,19423,19292,19730,19889,19623,19571,19484,19787,19488,19647,19353,19738,19833,19796,19484,19393,19169,19340,19655,19476,19289,19540,19538,19218,19750,19494,19966,19466,19338,19633,19594,19685
c171,10086,9762,9658,9339,9729,9227,8438,9347,9025,9014,8901,8107,8901,9436,8790,9117,9033,9176,8890,9241,9079,9549,9884,8837,9757,8936,9354,9066,8780,9037,8762,9133,8911,9075,9456,9067
c172,6977,7286,6146,7080,8965,6925,8454,7240,8211,6820,6597,6328,7227,8324,8370,8703,7355,6347,6628,6671,7174,7496,6753,7887,7840,8043,6613,7560,8709,7073,6538,7311,7422,8246,7740,7899
c173,6711,8670,9951,8231,8331,9272,11093,7634,7680,7028,9712,10227,9634,7701,10244,11466,8684,10171,11903,9423,7815,7862,10657,10353,8107,8371,7973,8414,7583,10929,8235,9661,8417,9429,8710,11019
c174,19254,19424,20625,18648,20804,19277,19961,22444,20145,20408,19503,20883,19913,20359,21468,20103,20262,22035,19556,18843,20628,19139,20302,20170,20952,18041,19659,19063,18203,19948,22913,19273,21052,22255,19942,21325
c175,13692,15851,15821,15664,12017,18294,13869,17217,18350,15080,17300,21745,18070,19706,19546,17420,18088,15041,15545,12904,14113,15741,11883,14179,12468,10801,15044,18678,18056,17817,16378,18308,16868,12410,9803,17008
c176,7383,7674,7280,7470,7281,7435,7585,7470,7391,7605,7524,7717,7494,7581,7765,7533,7344,7752,7758,7435,7334,7364,7386,7642,7468,7585,7502,7446,7350,7275,7538,7773,7663,7584,7440,7608
c177,14488,14269,14217,14174,14214,14334,14342,14676,14100,14077,14222,14314,14198,14339,14347,14191,14185,14182,14322,14372,14304,14244,14134,14424,14384,14147,14475,13919,14312,14242,14344,14124,14053,14362,14386,14224
c178,17206,19239,22430,23429,19545,21084,20507,21111,22394,21020,20546,23096,23501,22408,19406,19541,20352,19678,21118,25361,20205,21915,17792,25309,26005,19287,21635,21496,20726,26826,19930,21337,23168,24465,19718,17666
c179,6937,8049,8043,6625,6906,7679,7589,8016,8332,8237,7968,7904,7294,7580,6574,8028,7736,8281,7100,8546,8294,8097,8208,6646,8056,8594,6508,9175,6561,7719,8305,6546,7986,9614,7431,8519
c180,20615,20015,20135,20367,20662,21261,20733,21278,19743,21035,21217,20449,21680,21405,21005,19127,20816,19456,20008,20098,22801,20598,22422,20688,20914,21451,20074,22624,20706,20611,21922,19430,21497,21825,20814,20586
c181,17912,18049,17962,18251,18143,18095,18080,18003,18047,18414,17723,18042,17704,18146,18303,17975,18005,17786,18388,17936,17654,18097,17975,18239,18073,18014,17610,17911,17941,17923,17861,17922,18216,18117,18051,18048
c182,18647,13269,21248,14886,11638,17675,16757,13086,12441,15126,17638,14640,16749,16679,14540,16105,14395,12807,20822,17552,9449,14109,13764,14914,11175,12541,17633,11844,15034,14552,16792,12794,16108,16591,15589,13445
c183,15283,16028,18571,16539,14310,16086,14777,10190,18836,16755,20834,11895,15156,14346,17082,19887,15792,13962,12749,12999,17503,17186,18322,16129,14685,15949,17336,9903,16448,12242,17331,17720,14211,18322,16555,16136
c184,12014,15497,12850,11167,18284,15624,15712,15234,16322,14816,13792,13478,15992,12500,15694,14991,13642,11669,13766,12196,12651,17068,15698,14221,12554,14138,15043,13810,18158,13887,18240,16639,13741,15661,17176,17984
c185,12821,10769,11671,15355,12709,11750,16012,12458,13997,11129,13327,13522,14759,16292,13317,12853,8326,14383,14219,10881,10855,10925,10714,10701,12753,13813,16002,14493,12835,13106,9963,19633,11949,14892,9381,13413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"a,13681,15043,14331,15563,11840,12498,12176,14827,16367,10047,9470,16034,11017,14007,13451,11619,13628,16682,15128,13273,16677,13262,15085,8755,13830,10713,11515,19914,10128,11979,12573,14959,11199,9218",,,,,,,,,,,,,,,,,,,
